                                                     Реестр зарегистрированных в АГКГН                                               201.21

                                               географических названий объектов на 28.01.2019
                                                              Липецкая область
                                                               Количество записей - 2025

Регистр.                    Название                        Тип объекта              Административно-   Географические координаты Номенкл.
 номер               географического объекта                                         территориальная                                листа
                                                                                                           Широта        Долгота
                                                                                      (муниципальная)                               карты
                                                                                          привязка           Привязка к другим    масштаба
                                                                                                         географическим объектам 1 : 100 000

   1                            2                                3                            4                    5                  6

0809028   Екатериновский        сельсовет         Добровский район       52°56'       39°34'      N-37-116

0010389   Елец                  город обл.подч.   Липецкая область       52°37'       38°31'      N-37-126

0079446   Елецкая Лозовка       село              Хлевенский район       52°15'       39°11'      N-37-139

0809060   Елецкий               сельсовет         Елецкий район          52°38'       38°34'      N-37-126


                                                                                  Стр. 23 из 82
   1                         2               3                    4                     5                   6
0005719   Елецкий                район                                      52°37'             38°31'    N-37-126

0078773   Елецкое                село            Липецкий район             52°30'             39°31'    N-37-128

0809224   Елецко-Лозовский       сельсовет       Хлевенский район           52°15'             39°11'    N-37-139

0079067   Елец-Маланино          село            Хлевенский район          52°13.7'           39°02.8'   N-37-139

0809225   Елец-Маланинский       сельсовет       Хлевенский район           52°14'             39°03'    N-37-139

0079948   Елец-Маланинский       хутор           Хлевенский район           52°13'             39°04'    N-37-139

0079927   Елизаветинка           деревня         Воловский район            52°09'             37°48'    N-37-136

0079952   Елизаветинка           деревня         Добринский район           52°08'             40°12'    N-37-141

0079125   Елизаветино            деревня         Липецкий район             52°41'             39°16'    N-37-115

0079930   Елизаветовка           деревня         Долгоруковский район       52°13'             38°25'    N-37-137

0079722   Елизаветовка           деревня         Становлянский район        52°55'             38°31'    N-37-114

0079926   Емильевка              деревня         Воловский район            52°01'             37°58'    N-37-136

0078888   Епанчино               деревня         Краснинский район          52°53'             38°53'    N-37-114

0079682   Епинетово              деревня         Чаплыгинский район         53°23'             39°40'    N-37-092

0078660   Ериловка               река                                       52°22'             39°25'    N-37-127
                                                                        правый приток р. Воронеж
0078900   Ериловка               село            Елецкий район              52°41'             38°46'    N-37-114

0079925   Ермаковка              деревня         Грязинский район           52°30'             40°07'    N-37-129

0079741   Ермолово               деревня         Долгоруковский район       52°29'             38°09'    N-37-125

0078454   Еропкино               село            Данковский район           53°23'             38°55'    N-37-090

0079929   Ефимовка               деревня         Воловский район            52°04'             38°03'    N-37-137

0078572   Жабино                 село            Чаплыгинский район         53°15'             39°52'    N-37-104

0809239   Жабинский              сельсовет       Чаплыгинский район         53°15'             39°52'    N-37-104

0079707   Жадовка                деревня         Измалковский район         52°47'             37°59'    N-37-112

0079759   Жаркий Верх            деревня         Краснинский район          53°01'             38°44'    N-37-102

0078600   Жемчужникова           деревня         Долгоруковский район       52°23'             38°33'    N-37-126

                                                                                         Стр. 24 из 82
   1                       2               3                     4              5                  6
0078940   Жемчужникова         деревня         Долгоруковский район    52°12'       38°30'      N-37-138

0079431   Жерновное            село            Долгоруковский район    52°18'       38°29'      N-37-137

0809050   Жерновский           сельсовет       Долгоруковский район    52°18'       38°29'      N-37-137

0079712   Жилое                деревня         Становлянский район     52°47'       38°07'      N-37-113

0078708   Жилое                село            Измалковский район      52°39'       37°56'      N-37-124

0079721   Жуково               деревня         Краснинский район       52°53'       38°45'      N-37-114

0079695   Жуково               деревня         Данковский район        53°16'       38°57'      N-37-102

0078562   Журавинки            село            Чаплыгинский район      53°18'       39°49'      N-37-104

0079710   Журавлёвка           деревня         Становлянский район     52°56'       38°18'      N-37-113

0079957   Забитюжье            деревня         Добринский район        52°01'       40°34'      N-37-142

0809203   Завальновский        сельсовет       Усманский район         52°03'       39°52'      N-37-140

0079016   Завальное            село            Усманский район         52°03'       39°52'      N-37-140

0079733   Заводской            посёлок         Добровский район        52°53'       39°55'      N-37-116

0078508   Загрядчино           село            Лев-Толстовский район   53°22'       39°35'      N-37-092

0010391   Задонск              город           Задонский район         52°24'       38°56'      N-37-126

0005720   Задонский            район                                   52°24'       38°56'      N-37-126

0079720   Задонье              село            Елецкий район           52°41'       38°54'      N-37-114

0079753   Задоньевский         посёлок         Елецкий район           52°39'       38°56'      N-37-126

0079412   Замарайка            село            Воловский район         52°04'       37°48'      N-37-136

0808958   Замарайский          сельсовет       Воловский район         52°04'       37°48'      N-37-136

0809029   Замартыновский       сельсовет       Добровский район        52°52'       39°41'      N-37-116

0079419   Замартынье           село            Добровский район        52°52'       39°41'      N-37-116

0079099   Замятино             село            Задонский район         52°19'       38°55'      N-37-138

0669605   Заново               ж.-д.ст.(нп)    Чаплыгинский район      53°19'       39°50'      N-37-104

0078552   Заново               ж.-д. ст.       Чаплыгинский район      53°19'       39°50'      N-37-104


                                                                                Стр. 25 из 82
   1                          2               3                     4               5                  6
0079692   Заовражное              деревня         Краснинский район      53°03'         38°43'      N-37-102

0079678   Заполянский             посёлок         Данковский район       53°22'         39°05'      N-37-091

0079864   Зареченский             посёлок         Чаплыгинский район     53°18'         40°04'      N-37-105

0079874   Зареченский             посёлок         Чаплыгинский район     53°29'         39°46'      N-37-092

0809182   Зареченский             сельсовет       Тербунский район       52°13'         38°04'      N-37-137

0078573   Заречная                деревня         Чаплыгинский район     53°07'         39°59'      N-37-104

0078630   Заречная                деревня         Долгоруковский район   52°19'         38°05'      N-37-137

0078937   Заречное                село            Тербунский район       52°13'         38°04'      N-37-137

0079901   Заречный Репец          деревня         Задонский район        52°21'         39°03'      N-37-127

0079912   Заречье                 посёлок         Измалковский район     52°33'         37°53'      N-37-124

0078551   Заречье Ломовое         село            Чаплыгинский район     53°15'         39°51'      N-37-104

0078797   Заречье-Александровка   деревня         Измалковский район     52°53'         37°54'      N-37-112

0809273   Зарницы                 посёлок         Добровский район       52°53.5'       39°49.9'    N-37-116

0079766   Заря                    посёлок         Измалковский район     52°49'         37°59'      N-37-112

0079886   Заря                    деревня         Задонский район        52°13'         38°48'      N-37-138

0079881   Заря                    деревня         Добринский район       52°09'         40°22'      N-37-141

0079880   Заря                    деревня         Добринский район       52°21'         40°22'      N-37-129

0079885   Засновка                деревня         Задонский район        52°16'         38°57'      N-37-138

0078899   Засосенка               деревня         Краснинский район      52°43'         38°54'      N-37-114

0079895   Засосная                деревня         Тербунский район       52°13'         38°20'      N-37-137

0079904   Затишье                 деревня         Задонский район        52°22'         38°53'      N-37-126

0079414   Захаровка               село            Воловский район        52°06'         37°58'      N-37-136

0808959   Захаровский             сельсовет       Воловский район        52°06'         37°58'      N-37-136

0078463   Зашево                  деревня         Данковский район       53°11'         38°59'      N-37-102

0079871   Зашевские Выселки       деревня         Данковский район       53°11'         39°04'      N-37-103


                                                                                    Стр. 26 из 82
   1                         2               3                     4              5                  6
0078464   Зверево                село            Данковский район        53°08'       38°51'      N-37-102

0079898   Зейделевка             деревня         Грязинский район        52°29'       40°00'      N-37-129

0079897   Зейделевка             деревня         Грязинский район        52°29'       39°59'      N-37-128

0079863   Зеленый Колодезь       посёлок         Чаплыгинский район      53°16'       40°04'      N-37-105

0267363   Зелёный Луг            посёлок         Воловский район         51°58'       37°59'      M-37-004

0078564   Зенкино                село            Чаплыгинский район      53°08'       39°45'      N-37-104

0809240   Зенкинский             сельсовет       Чаплыгинский район      53°08'       39°45'      N-37-104

0078827   Злобино                село            Становлянский район     52°47'       38°14'      N-37-113

0079883   Знаменка               деревня         Хлевенский район        52°08'       39°16'      N-37-139

0078702   Знаменка               деревня         Измалковский район      52°34'       37°59'      N-37-124

0078875   Знаменка               деревня         Краснинский район       52°50'       38°44'      N-37-114

0078462   Знаменка               деревня         Данковский район        53°17'       38°38'      N-37-102

0079910   Знаменка               деревня         Долгоруковский район    52°23'       38°02'      N-37-125

0079903   Знаменка               деревня         Задонский район         52°22'       38°44'      N-37-126

0078520   Знаменская             деревня         Данковский район        53°09'       39°01'      N-37-103

0809128   Знаменский             сельсовет       Лев-Толстовский район   53°17'       39°24'      N-37-103

0078832   Знаменское             село            Измалковский район      52°48'       38°02'      N-37-113

0078529   Знаменское             село            Лев-Толстовский район   53°17'       39°24'      N-37-103

0079900   Знобиловка             деревня         Задонский район         52°24'       39°06'      N-37-127

0078525   Золотуха               село            Лев-Толстовский район   53°11'       39°16'      N-37-103

0079873   Зорино                 деревня         Чаплыгинский район      53°31'       39°52'      N-37-092

0079876   Зубовский              посёлок         Данковский район        53°25'       38°47'      N-37-090

0079870   Зуево                  деревня         Лебедянский район       53°03'       39°21'      N-37-103

0078612   Зыбинка                деревня         Долгоруковский район    52°23'       38°35'      N-37-126

0079902   Зыбинка                деревня         Елецкий район           52°30'       38°34'      N-37-126


                                                                                  Стр. 27 из 82
   1                       2               3                    4               5                  6
0078493   Зыково               село            Лев-Толстовский район   53°20'       39°46'      N-37-092

0079909   Иваницкое-Троицкое   деревня         Измалковский район      52°35'       38°15'      N-37-125

0079891   Ивановка             деревня         Воловский район         52°02'       38°06'      N-37-137

0078453   Ивановка             село            Данковский район        53°28'       38°48'      N-37-090

0079918   Ивановка             деревня         Измалковский район      52°53'       37°54'      N-37-112

0079916   Ивановка             деревня         Липецкий район          52°40'       39°15'      N-37-127

0079866   Ивановка             деревня         Елецкий район           52°45'       38°39'      N-37-114

0079913   Ивановка             деревня         Липецкий район          52°49'       39°35'      N-37-116

0079894   Ивановка             деревня         Долгоруковский район    52°19'       38°21'      N-37-137

0078939   Ивановка             деревня         Тербунский район        52°04'       38°17'      N-37-137

0079907   Ивановка             деревня         Измалковский район      52°36'       38°03'      N-37-125

0078487   Ивановка             село            Чаплыгинский район      53°32'       39°53'      N-37-092

0078602   Ивановка             деревня         Елецкий район           52°29'       38°39'      N-37-126

0079893   Ивановка             деревня         Тербунский район        52°14'       38°16'      N-37-137

0078693   Ивановка             село            Добринский район        52°25'       40°15'      N-37-129

0079872   Ивановка 1-я         деревня         Краснинский район       53°04'       38°40'      N-37-102

0079892   Ивановка 2-я         деревня         Долгоруковский район    52°14'       38°26'      N-37-137

0079906   Ивлевка              деревня         Елецкий район           52°32'       38°44'      N-37-126

0079136   Ивово                село            Липецкий район          52°41'       39°05'      N-37-115

0809144   Ивовский             сельсовет       Липецкий район          52°41'       39°05'      N-37-115

0078475   Избищи               село            Данковский район        53°23'       39°18'      N-37-091

0078618   Извалы               ж.-д. ст.       Елецкий район           52°36'       38°43'      N-37-126

0079882   Излегоще             село            Усманский район         52°07'       39°22'      N-37-139

0809204   Излегощенский        сельсовет       Усманский район         52°07'       39°22'      N-37-139

0078452   Измайловка           деревня         Данковский район        53°23'       38°49'      N-37-090


                                                                                Стр. 28 из 82
   1                        2               3                    4               5                  6
0079879   Измалкова             деревня         Воловский район         51°59'       38°06'      M-37-005

0010393   Измалково             село            Измалковский район      52°41'       37°58'      N-37-112

0005721   Измалковский          район                                   52°41'       37°58'      N-37-112

0809090   Измалковский          сельсовет       Измалковский район      52°41'       37°58'      N-37-112

0079890   Изубриевка 1-я        деревня         Долгоруковский район    52°13'       38°27'      N-37-137

0079889   Изубриевка 2-я        деревня         Долгоруковский район    53°15'       38°30'      N-37-102

0078730   Ильинка               деревня         Долгоруковский район    52°20'       38°22'      N-37-125

0078471   Ильинка               деревня         Данковский район        53°16'       38°48'      N-37-102

0079911   Ильинка               деревня         Долгоруковский район    52°29'       38°15'      N-37-125

0078574   Ильинка               село            Лев-Толстовский район   53°14'       39°37'      N-37-104

0079905   Ильинка               деревня         Елецкий район           52°27'       38°35'      N-37-126

0079865   Ильинка               деревня         Краснинский район       52°53'       38°43'      N-37-114

0078916   Ильино                село            Липецкий район          52°43'       39°41'      N-37-116

0079888   Илюхино               деревня         Тербунский район        52°05'       38°09'      N-37-137

0078986   им. Ильича            посёлок         Добринский район        52°15'       40°33'      N-37-142

0079715   имени Димитрова       посёлок         Становлянский район     52°53'       38°21'      N-37-113

0079999   имени Ленина          хутор           Измалковский район      52°34'       37°51'      N-37-124

0078461   Инихово               деревня         Данковский район        53°19'       38°49'      N-37-102

0079869   Инициатор             посёлок         Лебедянский район       53°05'       39°31'      N-37-104

0079915   Иншаковка             деревня         Лебедянский район       52°56'       39°02'      N-37-115

0079887   Исаевка               деревня         Долгоруковский район    52°17'       38°32'      N-37-138

0079868   Искра                 посёлок         Лебедянский район       53°02'       39°30'      N-37-104

0079875   Исленьево             деревня         Данковский район        53°30'       38°44'      N-37-090

0809241   Истобенский           сельсовет       Чаплыгинский район      53°09'       39°58'      N-37-104

0078563   Истобное              село            Чаплыгинский район      53°09'       39°58'      N-37-104


                                                                                 Стр. 29 из 82
   1                    2               3                     4            5                  6
0079437   Ищеино            село            Краснинский район     52°58'       38°49'      N-37-114

0809103   Ищеинский         сельсовет       Краснинский район     52°58'       38°49'      N-37-114

0809012   Каверинский       сельсовет       Добринский район      51°59'       40°32'      M-37-010

0078719   Казаки            село            Елецкий район         52°38'       38°16'      N-37-125

0078718   Казаки            ж.-д. ст.       Елецкий район         52°36'       38°17'      N-37-125

0079785   Казаковка         деревня         Измалковский район    52°42'       37°59'      N-37-112

0267376   Казаково          село            Воловский район       52°04'       37°58'      N-37-136

0079837   Казанка           деревня         Воловский район       52°08'       37°49'      N-37-136

0079777   Казанский         посёлок         Становлянский район   52°59'       38°02'      N-37-113

0809061   Казацкий          сельсовет       Елецкий район         52°38'       38°16'      N-37-125

0079769   Казачье           деревня         Краснинский район     52°47'       38°45'      N-37-114

0078709   Казеево           деревня         Измалковский район    52°34'       38°16'      N-37-125

0079850   Казельки          деревня         Добринский район      52°17'       40°14'      N-37-141

0079460   Казинка           село            Тербунский район      52°05'       38°23'      N-37-137

0078621   Казинка           деревня         Елецкий район         52°35'       38°32'      N-37-126

0078769   Казинка           ж.-д. ст.       Грязинский район      52°33'       39°45'      N-37-128

0079831   Казинка           деревня         Задонский район       52°36'       39°05'      N-37-127

0078784   Казинка           село            Грязинский район      52°32'       39°49'      N-37-128

0078674   Казино            село            Задонский район       52°35'       39°08'      N-37-127

0809183   Казинский         сельсовет       Тербунский район      52°05'       38°23'      N-37-137

0808971   Казинский         сельсовет       Грязинский район      52°32'       39°49'      N-37-128

0079086   Калабино          село            Задонский район       52°17'       38°45'      N-37-138

0809076   Калабинский       сельсовет       Задонский район       52°17'       38°45'      N-37-138

0079418   Каликино          село            Добровский район      52°57'       39°50'      N-37-116

0809030   Каликинский       сельсовет       Добровский район      52°57'       39°50'      N-37-116


                                                                           Стр. 30 из 82
   1                       2               3                     4                     5                   6
0079846   Калина-Дубрава       деревня         Хлевенский район           52°12'             38°59'     N-37-138

0079124   Калинино             село            Задонский район            52°43'             39°02'     N-37-115

0079797   Калининский          посёлок         Лебедянский район          53°02'             38°56'     N-37-102

0078556   Калининский          посёлок         Чаплыгинский район         53°03'             39°54'     N-37-104

0078828   Калиновка            село            Становлянский район        52°52'             38°26'     N-37-113

0079836   Калиновка            деревня         Воловский район            52°09'             37°46'     N-37-136

0079794   Калиновка            деревня         Лебедянский район          53°06'             39°04'     N-37-103

0079809   Калиновка            деревня         Лебедянский район          52°55'             39°04'     N-37-115

0078583   Калиновка            посёлок         Чаплыгинский район         53°16'             40°03'     N-37-105

0079818   Калиновка            деревня         Измалковский район         52°35'             38°04'     N-37-125

0078601   Каменка              село            Задонский район            52°23'             38°46'     N-37-126

0078586   Каменка              река                                       52°02'             38°47'     N-37-138
                                                                      правый приток р. Дон
0079808   Каменка              деревня         Данковский район           53°21'             39°20'     N-37-091

0079824   Каменка              деревня         Долгоруковский район       52°21'             38°07'     N-37-125

0079770   Каменка              деревня         Краснинский район          52°54'             38°50'     N-37-114

0079817   Каменка              деревня         Измалковский район         52°37'             38°06'     N-37-125

0079838   Каменка              деревня         Тербунский район           52°13'             38°20'     N-37-137

0079409   Каменка              село            Тербунский район           52°07'             38°46'     N-37-138

0078858   Каменка-Бунино       деревня         Становлянский район        52°49'             38°09'     N-37-113

0079119   Каменная Лубна       село            Лебедянский район          52°46'             39°08'     N-37-115

0078783   Каменное             село            Грязинский район           52°31'             39°53'     N-37-128

0809077   Каменский            сельсовет       Задонский район            52°23'             38°46'     N-37-126

0078617   Каменское            село            Елецкий район              52°27'             38°38'     N-37-126

0079798   Камынино             деревня         Данковский район           53°09'             38°47'     N-37-102

0078672   Камышевка            село            Задонский район            52°23'             39°05'     N-37-127

                                                                                        Стр. 31 из 82
   1                      2               3                     4               5                  6
0809078   Камышевский         сельсовет       Задонский район        52°23'         39°05'      N-37-127

0079814   Капитанщино         село            Добровский район       52°43'         39°47'      N-37-116

0079781   Карабановский       посёлок         Становлянский район    52°58'         38°02'      N-37-113

0078657   Карамышево          село            Грязинский район       52°22'         39°28'      N-37-127

0808972   Карамышевский       сельсовет       Грязинский район       52°22'         39°28'      N-37-127

0079802   Каревка             деревня         Чаплыгинский район     53°30'         39°35'      N-37-092

0079845   Карлова Гора        деревня         Задонский район        52°19'         38°45'      N-37-138

0079782   Карповка            деревня         Становлянский район    52°56'         38°02'      N-37-113

0079790   Картавцево          деревня         Лебедянский район      53°02'         39°24'      N-37-103

0079844   Карташовка          деревня         Долгоруковский район   52°18'         38°36'      N-37-138

0078905   Касимовка           деревня         Елецкий район          52°42'         38°34'      N-37-114

0079806   Катараево           деревня         Данковский район       53°32'         39°01'      N-37-091

0079775   Катениха            деревня         Лебедянский район      52°57'         38°56'      N-37-114

0809079   Кашарский           сельсовет       Задонский район        52°29'         38°58'      N-37-126

0078584   Кашары              село            Задонский район        52°29'         38°58'      N-37-126

0079829   Каширка             деревня         Липецкий район         52°36'         39°15'      N-37-127

0079786   Квитки              деревня         Измалковский район     52°50'         37°58'      N-37-112

0078977   Киньшино            деревня         Добринский район       52°07'         40°35'      N-37-142

0079840   Киреевка            деревня         Тербунский район       52°12.5'       38°13.8'    N-37-137

0079858   Киреевка            деревня         Тербунский район       51°59'         38°17'      M-37-005

0078811   Кириллово           село            Становлянский район    52°44'         38°14'      N-37-113

0809161   Кирилловский        сельсовет       Становлянский район    52°44'         38°14'      N-37-113

0079772   Клевцово            деревня         Краснинский район      52°49'         38°54'      N-37-114

0078835   Климентьево         деревня         Становлянский район    52°49'         38°23'      N-37-113

0079789   Климово             село            Чаплыгинский район     53°15'         39°54'      N-37-104


                                                                                Стр. 32 из 82
   1                        2               3                     4                    5                    6
0078834   Кличено               село            Становлянский район        52°57'               38°01'   N-37-113

0079783   Кличено-Заречье       деревня         Становлянский район        52°57'               38°02'   N-37-113

0079811   Ключи                 деревня         Лебедянский район          52°54'               39°03'   N-37-115

0078833   Ключики               деревня         Становлянский район        52°54'               38°10'   N-37-113

0079830   Ключики               деревня         Липецкий район             52°35'               39°18'   N-37-127

0078688   Княжая Байгора        село            Грязинский район           52°24'               40°01'   N-37-129

0808973   Княжебайгорский       сельсовет       Грязинский район           52°24'               40°01'   N-37-129

0079857   Княжная               деревня         Воловский район            51°57'               38°11'   M-37-005

0079841   Князевка              деревня         Тербунский район           52°02'               38°16'   N-37-137

0079093   Кобылья Снова         река                                       52°16'               38°47'   N-37-138
                                                                       правый приток р. Снова
0079799   Кобяково              деревня         Данковский район           53°11'               38°52'   N-37-102

0079828   Кожуховка             деревня         Елецкий район              52°33'               38°40'   N-37-126

0079822   Колединовка           деревня         Долгоруковский район       52°22'               38°29'   N-37-125

0078619   Колесово 1-е          деревня         Задонский район            52°28'               38°52'   N-37-126

0079464   Колесово 2-е          деревня         Задонский район            52°29'               38°51'   N-37-126

0078531   Коллективист          ж.-д. ст.       Лебедянский район          53°08'               39°19'   N-37-103

0078449   Колодези              село            Данковский район           53°28'               38°47'   N-37-090

0079241   Колодези              деревня         Данковский район           53°30'               39°05'   N-37-091

0078603   Колодезная            деревня         Задонский район            52°26'               38°53'   N-37-126

0078904   Колодезское           деревня         Краснинский район          52°47'               38°39'   N-37-114

0086150   Колодезское           посёлок         Задонский район            52°30'               38°54'   N-37-126

0079788   Колосовка             деревня         Измалковский район         52°51'               37°51'   N-37-112

0079773   Колосовка             деревня         Елецкий район              52°43'               38°42'   N-37-114

0809062   Колосовский           сельсовет       Елецкий район              52°43'               38°44'   N-37-114

0079835   Колоусовка            деревня         Грязинский район           52°28'               40°06'   N-37-129

                                                                                         Стр. 33 из 82
   1                         2               3                      4                     5                    6
0079834   Колыбеловка            деревня          Грязинский район            52°30'              40°11'    N-37-129

0809242   Колыбельский           сельсовет        Чаплыгинский район          53°06'              39°57'    N-37-104

0078578   Колыбельское           село             Чаплыгинский район          53°06'              39°57'    N-37-104

0079778   Коляевка               деревня          Становлянский район         52°56'              38°16'    N-37-113

0079827   Комбаровка             деревня          Елецкий район               52°31'              38°42'    N-37-126

0079849   Коновка                деревня          Добринский район            52°07'              40°12'    N-37-141

0809226   Конь-Колодезский       сельсовет        Хлевенский район            52°08'              39°10'    N-37-139

0079453   Конь-Колодезь          село             Хлевенский район            52°08'              39°10'    N-37-139

0078484   Конюшки                село             Чаплыгинский район          53°26'              39°45'    N-37-092

0079804   Конюшковские Выселки   деревня          Чаплыгинский район          53°26'              39°44'    N-37-092

0809243   Конюшковский           сельсовет        Чаплыгинский район          53°26'              39°45'    N-37-092

0079126   Копцевы Хутора         деревня          Липецкий район              52°40'              39°28'    N-37-127

0079803   Кордюки                деревня          Лев-Толстовский район       53°23'              39°36'    N-37-092

0809031   Кореневщинский         сельсовет        Добровский район            52°44'              39°51'    N-37-116

0079416   Коренёвщино            село             Добровский район            52°44'              39°51'    N-37-116

0079385   Коробовка              село             Грязинский район            52°20'              40°04'    N-37-129

0808974   Коробовский            сельсовет        Грязинский район            52°20'              40°04'    N-37-129

0078902   Корытино               река                                         52°43'              38°52'    N-37-114
                                                                          левый приток р. Сосна
0078891   Корытное               останов. пункт   Краснинский район           52°46'              38°45'    N-37-114

0078889   Корытное               деревня          Краснинский район           52°46'              38°45'    N-37-114

0079774   Корытное 2-е           деревня          Краснинский район           52°47'              38°45'    N-37-114

0078671   Косыревка              село             Липецкий район              52°36'              39°24'    N-37-127

0809145   Косыревский            сельсовет        Липецкий район              52°36'              39°17'    N-37-127

0079842   Котлеевка              деревня          Задонский район             52°14'              38°44'    N-37-138

0079793   Котовка                деревня          Лев-Толстовский район       53°15'              39°18'    N-37-103

                                                                                            Стр. 34 из 82
   1                         2               3                    4                      5                   6
0079821   Котово                 деревня         Долгоруковский район       52°27'             38°14'     N-37-125

0079854   Кочегуровка            деревня         Добринский район           52°14'             40°27'     N-37-141

0079855   Кочетовка              деревня         Добринский район           52°13'             40°28'     N-37-141

0079791   Кочетовка              деревня         Лебедянский район          53°02'             39°27'     N-37-103

0079820   Кочетовка              деревня         Долгоруковский район       52°23'             38°29'     N-37-125

0079816   Кошкино                деревня         Измалковский район         52°39'             38°00'     N-37-125

0079812   Красивая Меча          деревня         Лебедянский район          52°56'             39°02'     N-37-115

0079459   Красивая Меча          река                                       52°55'             39°03'     N-37-115
                                                                        правый приток р. Дон
0078741   Красная                деревня         Долгоруковский район       52°20'             38°08'     N-37-125

0389254   Красная Горка          урочище                                    52°59'             38°19'     N-37-113
                                                                        в верховьях р. Любашевка
0079805   Красная Заря           деревня         Данковский район           53°28'             39°05'     N-37-091

0078844   Красная Пальна         село            Становлянский район        52°53'             38°29'     N-37-113

0079768   Красная Половина       деревня         Краснинский район         52°50.1'            38°50.2'   N-37-114

0079847   Красная Поляна         село            Тербунский район           52°07'             38°40'     N-37-138

0079852   Красная Рада           деревня         Добринский район           52°12'             40°05'     N-37-141
