                                                                                                 202.21
                             Реестр зарегистрированных в АГКГН

               географических названий населённых пунктов на 20.12.2017

                                      Вологодская область

Регистр.                  Название                Тип объекта         Географические            Номенкл.
 номер             географического объекта                              координаты                 листа
                                                                                                   карты
                                                                   Широта          Долгота      масштаба
                                                                                                1 :100 000
   1                          2                           3                    4                     5

                       Населённые пункты, не относящиеся к районам
                                        количество записей - 4


0033982   Будьково              деревня     59°47'с.ш.       44°12'в.д.   O-38-005
0034264   Бучиха                деревня     59°52'с.ш.       44°31'в.д.   O-38-006
0228185   Варнавино             деревня     59°59'с.ш.       43°44'в.д.   O-38-004
0033463   Васильево             деревня     59°29'с.ш.       43°59'в.д.   O-38-016
0033087   Великий Двор          деревня     59°41'с.ш.       43°51'в.д.   O-38-004
0034201   Веретея               деревня     59°52'с.ш.       43°43'в.д.   O-38-004
0241044   Верхотурье            деревня     59°49'с.ш.       44°34'в.д.   O-38-006
0241960   Волгино               деревня     59°29'с.ш.       44°03'в.д.   O-38-017
0033462   Воскресенское         село        59°28'с.ш.       43°58'в.д.   O-38-016
0033079   Высокая               деревня     59°39'с.ш.       44°09'в.д.   O-38-017
0241959   Гаревка               деревня     59°24'с.ш.       44°22'в.д.   O-38-017
0228186   Глебково              деревня     59°44'с.ш.       43°36'в.д.   O-38-004
0033550   Горка                 деревня     59°23'с.ш.       43°57'в.д.   O-38-016
0228274   Горка                 деревня     59°59'с.ш.       44°07'в.д.   O-38-005
0033102   Горка                 деревня     59°43'с.ш.       43°35'в.д.   O-38-004
0241049   Городищево            деревня     59°50'с.ш.       44°34'в.д.   O-38-006
0228275   Грива                 деревня     59°49'с.ш.       44°22'в.д.   O-38-005
0228094   Грозино               деревня     59°43'с.ш.       43°28'в.д.   O-38-003
0033216   Грушино               деревня     59°27'с.ш.       44°09'в.д.   O-38-017
0033385   Демьяновский Погост   деревня     59°55'с.ш.       43°26'в.д.   O-38-003
0228187   Демьянцево            деревня     59°42'с.ш.       43°33'в.д.   O-38-004
0241961   Дмитриево             деревня     59°27'с.ш.       44°08'в.д.   O-38-017
0033577   Дор                   деревня     59°55'с.ш.       43°35'в.д.   O-38-004
